0,14
0,35
0,68
0,80
0,87
1,27
1,47
1,56
2,5
2,25
2,30
2,50
2,99
3,10
3,55
3,81
4,56
4,65
4,97
4,99
5,24
5,40
5,80
5,97
6,15
6,46
6,55
6,79
6,83
7,18
7,22
7,49
7,57
7,58
7,59
7,70
7,90
8,15
8,22
8,84
8,87
9,33
9,41
9,43
9,45
9,55
9,75
9,98
10,25
10,41
10,60
10,99
11,39
11,80
11,89
12,27
12,28
12,78
12,82
12,89
13,24
13,28
13,55
13,86
14,67
14,81
14,99
15,28
15,71
15,83
16,45
16,61
16,66
16,69
17,37
17,67
17,82
18,20
18,58
19,55
19,56
19,58
19,80
20,23
20,24
20,34
20,51
20,61
21,25
21,43
21,66
21,71
21,84
22,23
22,24
22,39
22,44
22,64
22,76
23,66
23,69
23,70
23,72
23,76
23,97
24,46
24,60
24,84
25,27
25,29
25,59
26,41
26,60
27,49
27,54
27,58
27,78
27,83
28,42
28,84
28,94
29,58
29,84
29,86
30,48
30,53
30,69
30,72
31,40
31,45
31,53
31,64
31,69
31,86
32,35
32,42
32,43
32,76
32,85
33,41
34,35
34,80
34,94
35,51
35,91
36,40
36,42
36,56
36,85
37,44
37,51
37,56
37,57
37,94
38,58
38,74
38,99
39,43
39,59
39,96
40,50
40,63
40,67
40,83
40,88
41,54
41,70
42,56
42,67
42,83
42,94
43,74
43,77
44,82
45,80
45,87
45,90
46,71
47,56
47,74
47,81
47,85
47,87
48,51
48,84
48,86
48,98
49,76
49,81
49,92
50,66
50,70
50,78
50,84
51,54
51,80
52,59
52,78
52,84
52,86
52,91
53,69
53,96
54,60
54,75
54,94
55,58
55,67
55,69
57,69
57,79
57,85
57,92
58,64
58,80
58,87
58,90
60,62
60,83
62,99
63,98
64,76
64,95
65,67
65,86
65,97
69,70
71,76
71,80
71,84
71,89
73,76
73,92
74,93
75,81
75,92
76,87
76,94
77,85
78,90
79,93
81,83
82,93
83,91
83,98
87,99
89,91
89,97
91,92
92,95
96,98
