0,41
0,58
1,11
1,28
1,61
1,70
1,75
1,77
2,21
2,31
2,48
2,53
2,59
2,64
2,65
3,16
3,25
3,43
3,48
3,68
4,8
4,14
4,20
4,51
5,11
5,12
5,22
5,28
5,63
5,80
5,82
5,88
6,30
6,41
6,63
6,74
6,84
6,85
7,27
7,28
7,33
7,61
7,78
7,80
7,83
7,90
8,36
8,40
8,51
8,68
8,72
8,84
8,97
9,22
9,29
9,80
9,88
10,14
10,58
10,70
10,73
11,13
11,19
11,20
11,49
11,56
11,76
12,15
12,18
12,45
12,50
12,82
12,85
13,58
13,65
13,66
13,67
13,69
13,86
14,30
14,52
14,59
14,95
14,97
15,26
15,32
15,33
15,44
15,65
15,71
16,27
16,60
16,99
17,41
17,46
17,47
17,91
17,93
18,30
18,75
18,76
19,28
19,30
19,41
19,58
19,66
19,70
19,95
20,44
20,46
20,65
20,95
21,22
21,45
21,53
21,63
21,87
21,91
21,93
22,26
22,47
22,51
22,59
22,78
22,94
23,30
23,51
23,73
23,84
23,92
24,38
24,57
24,63
24,80
24,94
25,34
25,35
25,51
25,97
26,42
26,49
26,71
26,73
26,81
27,42
27,86
28,45
28,51
28,97
29,47
30,31
30,55
30,65
30,77
31,56
31,61
31,94
31,97
32,36
32,38
32,39
32,46
32,70
34,47
35,43
35,45
35,89
36,54
36,65
37,43
37,47
37,51
37,65
37,96
38,85
38,90
39,60
39,82
39,88
39,97
40,70
40,92
40,93
40,97
40,99
41,68
41,80
41,88
41,92
43,63
43,69
43,72
43,74
44,63
44,69
44,77
44,80
44,85
45,71
45,76
45,80
46,81
47,79
47,94
47,95
48,76
48,79
49,50
49,76
49,87
50,51
50,55
51,75
52,85
53,62
53,63
53,81
53,84
53,86
53,88
53,95
54,71
54,77
54,98
56,57
56,78
56,80
57,72
57,91
57,97
58,60
58,93
59,85
60,79
60,91
62,72
62,81
63,77
63,81
64,67
64,83
64,95
67,72
67,83
68,85
69,92
70,71
70,72
70,85
70,88
71,84
72,88
72,91
73,75
75,78
75,91
78,80
79,84
79,93
80,81
80,82
80,88
83,97
84,90
84,93
84,94
87,97
88,97
89,95
